photo_url,altocumulus,altostratus,cirrocumulus,cirrostratus,cirrus,cumulonimbus,cumulus,nimbostratus,stratocumulus,stratus,local_path
https://data.globe.gov/system/photos/2025/08/30/4690942/original.jpg,1,1,0,0,0,0,1,0,0,1,cloud_images/cloud_0.jpg
https://data.globe.gov/system/photos/2025/08/30/4690944/original.jpg,1,1,0,0,0,0,1,0,0,1,cloud_images/cloud_1.jpg
https://data.globe.gov/system/photos/2025/08/30/4691354/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_2.jpg
https://data.globe.gov/system/photos/2025/08/30/4691355/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_3.jpg
https://data.globe.gov/system/photos/2025/08/30/4691356/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_4.jpg
https://data.globe.gov/system/photos/2025/08/30/4691065/original.jpg,0,0,1,0,1,0,1,0,0,0,cloud_images/cloud_5.jpg
https://data.globe.gov/system/photos/2025/08/30/4691066/original.jpg,0,0,1,0,1,0,1,0,0,0,cloud_images/cloud_6.jpg
https://data.globe.gov/system/photos/2025/08/30/4691067/original.jpg,0,0,1,0,1,0,1,0,0,0,cloud_images/cloud_7.jpg
https://data.globe.gov/system/photos/2025/08/30/4691068/original.jpg,0,0,1,0,1,0,1,0,0,0,cloud_images/cloud_8.jpg
https://data.globe.gov/system/photos/2025/08/30/4691069/original.jpg,0,0,1,0,1,0,1,0,0,0,cloud_images/cloud_9.jpg
https://data.globe.gov/system/photos/2025/08/30/4691178/original.jpg,0,0,1,0,1,1,1,1,0,0,cloud_images/cloud_10.jpg
https://data.globe.gov/system/photos/2025/08/30/4691179/original.jpg,0,0,1,0,1,1,1,1,0,0,cloud_images/cloud_11.jpg
https://data.globe.gov/system/photos/2025/08/30/4691180/original.jpg,0,0,1,0,1,1,1,1,0,0,cloud_images/cloud_12.jpg
https://data.globe.gov/system/photos/2025/08/30/4691181/original.jpg,0,0,1,0,1,1,1,1,0,0,cloud_images/cloud_13.jpg
https://data.globe.gov/system/photos/2025/08/30/4691011/original.jpg,0,0,0,0,1,0,1,0,1,0,cloud_images/cloud_14.jpg
https://data.globe.gov/system/photos/2025/08/30/4691012/original.jpg,0,0,0,0,1,0,1,0,1,0,cloud_images/cloud_15.jpg
https://data.globe.gov/system/photos/2025/08/30/4691013/original.jpg,0,0,0,0,1,0,1,0,1,0,cloud_images/cloud_16.jpg
https://data.globe.gov/system/photos/2025/08/30/4691014/original.jpg,0,0,0,0,1,0,1,0,1,0,cloud_images/cloud_17.jpg
https://data.globe.gov/system/photos/2025/08/30/4691015/original.jpg,0,0,0,0,1,0,1,0,1,0,cloud_images/cloud_18.jpg
https://data.globe.gov/system/photos/2025/08/30/4690990/original.jpg,0,1,0,0,0,0,0,1,0,0,cloud_images/cloud_19.jpg
https://data.globe.gov/system/photos/2025/08/30/4690991/original.jpg,0,1,0,0,0,0,0,1,0,0,cloud_images/cloud_20.jpg
https://data.globe.gov/system/photos/2025/08/30/4690993/original.jpg,0,1,0,0,0,0,0,1,0,0,cloud_images/cloud_21.jpg
https://data.globe.gov/system/photos/2025/08/30/4690994/original.jpg,0,1,0,0,0,0,0,1,0,0,cloud_images/cloud_22.jpg
https://data.globe.gov/system/photos/2025/08/30/4690968/original.jpg,1,0,0,1,0,0,0,1,1,0,cloud_images/cloud_23.jpg
https://data.globe.gov/system/photos/2025/08/30/4690969/original.jpg,1,0,0,1,0,0,0,1,1,0,cloud_images/cloud_24.jpg
https://data.globe.gov/system/photos/2025/08/30/4691230/original.jpg,0,0,0,0,1,0,0,0,0,0,cloud_images/cloud_25.jpg
https://data.globe.gov/system/photos/2025/08/30/4691401/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_26.jpg
https://data.globe.gov/system/photos/2025/08/30/4691402/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_27.jpg
https://data.globe.gov/system/photos/2025/08/30/4691403/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_28.jpg
https://data.globe.gov/system/photos/2025/08/30/4691404/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_29.jpg
https://data.globe.gov/system/photos/2025/08/30/4691405/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_30.jpg
https://data.globe.gov/system/photos/2025/08/30/4691087/original.jpg,0,0,1,0,1,0,0,0,0,0,cloud_images/cloud_31.jpg
https://data.globe.gov/system/photos/2025/08/30/4691088/original.jpg,0,0,1,0,1,0,0,0,0,0,cloud_images/cloud_32.jpg
https://data.globe.gov/system/photos/2025/08/30/4691089/original.jpg,0,0,1,0,1,0,0,0,0,0,cloud_images/cloud_33.jpg
https://data.globe.gov/system/photos/2025/08/30/4691090/original.jpg,0,0,1,0,1,0,0,0,0,0,cloud_images/cloud_34.jpg
https://data.globe.gov/system/photos/2025/08/30/4691091/original.jpg,0,0,1,0,1,0,0,0,0,0,cloud_images/cloud_35.jpg
https://data.globe.gov/system/photos/2025/08/30/4690878/original.jpg,0,0,0,0,1,0,0,0,0,1,cloud_images/cloud_36.jpg
https://data.globe.gov/system/photos/2025/08/30/4690879/original.jpg,0,0,0,0,1,0,0,0,0,1,cloud_images/cloud_37.jpg
https://data.globe.gov/system/photos/2025/08/30/4690880/original.jpg,0,0,0,0,1,0,0,0,0,1,cloud_images/cloud_38.jpg
https://data.globe.gov/system/photos/2025/08/30/4690881/original.jpg,0,0,0,0,1,0,0,0,0,1,cloud_images/cloud_39.jpg
https://data.globe.gov/system/photos/2025/08/30/4691078/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_40.jpg
https://data.globe.gov/system/photos/2025/08/30/4691433/original.jpg,0,0,0,1,1,0,1,0,0,0,cloud_images/cloud_41.jpg
https://data.globe.gov/system/photos/2025/08/30/4691434/original.jpg,0,0,0,1,1,0,1,0,0,0,cloud_images/cloud_42.jpg
https://data.globe.gov/system/photos/2025/08/30/4691435/original.jpg,0,0,0,1,1,0,1,0,0,0,cloud_images/cloud_43.jpg
https://data.globe.gov/system/photos/2025/08/30/4691436/original.jpg,0,0,0,1,1,0,1,0,0,0,cloud_images/cloud_44.jpg
https://data.globe.gov/system/photos/2025/08/30/4691437/original.jpg,0,0,0,1,1,0,1,0,0,0,cloud_images/cloud_45.jpg
https://data.globe.gov/system/photos/2025/08/30/4690955/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_46.jpg
https://data.globe.gov/system/photos/2025/08/30/4690956/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_47.jpg
https://data.globe.gov/system/photos/2025/08/30/4690957/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_48.jpg
https://data.globe.gov/system/photos/2025/08/30/4690958/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_49.jpg
https://data.globe.gov/system/photos/2025/08/30/4690959/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_50.jpg
https://data.globe.gov/system/photos/2025/08/30/4691343/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_51.jpg
https://data.globe.gov/system/photos/2025/08/30/4691344/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_52.jpg
https://data.globe.gov/system/photos/2025/08/30/4691459/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_53.jpg
https://data.globe.gov/system/photos/2025/08/30/4691460/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_54.jpg
https://data.globe.gov/system/photos/2025/08/30/4691461/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_55.jpg
https://data.globe.gov/system/photos/2025/08/30/4691462/original.jpg,0,0,0,0,0,0,0,1,1,1,cloud_images/cloud_56.jpg
https://data.globe.gov/system/photos/2025/08/30/4691231/original.jpg,1,0,0,0,0,0,0,0,0,0,cloud_images/cloud_57.jpg
https://data.globe.gov/system/photos/2025/08/30/4691232/original.jpg,1,0,0,0,0,0,0,0,0,0,cloud_images/cloud_58.jpg
https://data.globe.gov/system/photos/2025/08/30/4691233/original.jpg,1,0,0,0,0,0,0,0,0,0,cloud_images/cloud_59.jpg
https://data.globe.gov/system/photos/2025/08/30/4691234/original.jpg,1,0,0,0,0,0,0,0,0,0,cloud_images/cloud_60.jpg
https://data.globe.gov/system/photos/2025/08/30/4691235/original.jpg,1,0,0,0,0,0,0,0,0,0,cloud_images/cloud_61.jpg
https://data.globe.gov/system/photos/2025/08/30/4691101/original.jpg,1,0,1,0,1,1,1,0,0,0,cloud_images/cloud_62.jpg
https://data.globe.gov/system/photos/2025/08/30/4691102/original.jpg,1,0,1,0,1,1,1,0,0,0,cloud_images/cloud_63.jpg
https://data.globe.gov/system/photos/2025/08/30/4691103/original.jpg,1,0,1,0,1,1,1,0,0,0,cloud_images/cloud_64.jpg
https://data.globe.gov/system/photos/2025/08/30/4691104/original.jpg,1,0,1,0,1,1,1,0,0,0,cloud_images/cloud_65.jpg
https://data.globe.gov/system/photos/2025/08/30/4691237/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_66.jpg
https://data.globe.gov/system/photos/2025/08/30/4691239/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_67.jpg
https://data.globe.gov/system/photos/2025/08/30/4691240/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_68.jpg
https://data.globe.gov/system/photos/2025/08/30/4691106/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_69.jpg
https://data.globe.gov/system/photos/2025/08/30/4691107/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_70.jpg
https://data.globe.gov/system/photos/2025/08/30/4691108/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_71.jpg
https://data.globe.gov/system/photos/2025/08/30/4691109/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_72.jpg
https://data.globe.gov/system/photos/2025/08/30/4691110/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_73.jpg
https://data.globe.gov/system/photos/2025/08/30/4691005/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_74.jpg
https://data.globe.gov/system/photos/2025/08/30/4691006/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_75.jpg
https://data.globe.gov/system/photos/2025/08/30/4691007/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_76.jpg
https://data.globe.gov/system/photos/2025/08/30/4691008/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_77.jpg
https://data.globe.gov/system/photos/2025/08/30/4691009/original.jpg,0,0,0,0,0,0,1,0,1,0,cloud_images/cloud_78.jpg
https://data.globe.gov/system/photos/2025/08/30/4691219/original.jpg,1,0,1,0,1,0,1,0,0,0,cloud_images/cloud_79.jpg
https://data.globe.gov/system/photos/2025/08/30/4691220/original.jpg,1,0,1,0,1,0,1,0,0,0,cloud_images/cloud_80.jpg
https://data.globe.gov/system/photos/2025/08/30/4691221/original.jpg,1,0,1,0,1,0,1,0,0,0,cloud_images/cloud_81.jpg
https://data.globe.gov/system/photos/2025/08/30/4691222/original.jpg,1,0,1,0,1,0,1,0,0,0,cloud_images/cloud_82.jpg
https://data.globe.gov/system/photos/2025/08/30/4691223/original.jpg,1,0,1,0,1,0,1,0,0,0,cloud_images/cloud_83.jpg
https://data.globe.gov/system/photos/2025/08/30/4690974/original.jpg,1,0,1,0,0,0,1,0,0,1,cloud_images/cloud_84.jpg
https://data.globe.gov/system/photos/2025/08/30/4690975/original.jpg,1,0,1,0,0,0,1,0,0,1,cloud_images/cloud_85.jpg
https://data.globe.gov/system/photos/2025/08/30/4691057/original.jpg,0,0,0,1,0,0,0,0,0,0,cloud_images/cloud_86.jpg
https://data.globe.gov/system/photos/2025/08/30/4691359/original.jpg,0,0,1,0,0,0,0,0,0,0,cloud_images/cloud_87.jpg
https://data.globe.gov/system/photos/2025/08/30/4691361/original.jpg,0,0,1,0,0,0,0,0,0,0,cloud_images/cloud_88.jpg
https://data.globe.gov/system/photos/2025/08/30/4690929/original.jpg,1,0,0,0,0,0,1,0,0,0,cloud_images/cloud_89.jpg
https://data.globe.gov/system/photos/2025/08/30/4690930/original.jpg,1,0,0,0,0,0,1,0,0,0,cloud_images/cloud_90.jpg
https://data.globe.gov/system/photos/2025/08/30/4690931/original.jpg,1,0,0,0,0,0,1,0,0,0,cloud_images/cloud_91.jpg
https://data.globe.gov/system/photos/2025/08/30/4690932/original.jpg,1,0,0,0,0,0,1,0,0,0,cloud_images/cloud_92.jpg
https://data.globe.gov/system/photos/2025/08/30/4690933/original.jpg,1,0,0,0,0,0,1,0,0,0,cloud_images/cloud_93.jpg
https://data.globe.gov/system/photos/2025/08/30/4690948/original.jpg,0,0,0,0,1,0,1,0,0,0,cloud_images/cloud_94.jpg
https://data.globe.gov/system/photos/2025/08/30/4690949/original.jpg,0,0,0,0,1,0,1,0,0,0,cloud_images/cloud_95.jpg
https://data.globe.gov/system/photos/2025/08/30/4690950/original.jpg,0,0,0,0,1,0,1,0,0,0,cloud_images/cloud_96.jpg
https://data.globe.gov/system/photos/2025/08/30/4690951/original.jpg,0,0,0,0,1,0,1,0,0,0,cloud_images/cloud_97.jpg
https://data.globe.gov/system/photos/2025/08/30/4691046/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_98.jpg
https://data.globe.gov/system/photos/2025/08/30/4691047/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_99.jpg
https://data.globe.gov/system/photos/2025/08/30/4691048/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_100.jpg
https://data.globe.gov/system/photos/2025/08/30/4691049/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_101.jpg
https://data.globe.gov/system/photos/2025/08/30/4691050/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_102.jpg
https://data.globe.gov/system/photos/2025/08/30/4691448/original.jpg,0,0,0,1,0,0,0,0,0,0,cloud_images/cloud_103.jpg
https://data.globe.gov/system/photos/2025/08/30/4691304/original.jpg,0,0,0,0,0,0,1,1,1,0,cloud_images/cloud_104.jpg
https://data.globe.gov/system/photos/2025/08/30/4691305/original.jpg,0,0,0,0,0,0,1,1,1,0,cloud_images/cloud_105.jpg
https://data.globe.gov/system/photos/2025/08/30/4691306/original.jpg,0,0,0,0,0,0,1,1,1,0,cloud_images/cloud_106.jpg
https://data.globe.gov/system/photos/2025/08/30/4691307/original.jpg,0,0,0,0,0,0,1,1,1,0,cloud_images/cloud_107.jpg
https://data.globe.gov/system/photos/2025/08/30/4691308/original.jpg,0,0,0,0,0,0,1,1,1,0,cloud_images/cloud_108.jpg
https://data.globe.gov/system/photos/2025/08/30/4691329/original.jpg,0,0,0,0,0,0,0,1,0,0,cloud_images/cloud_109.jpg
https://data.globe.gov/system/photos/2025/08/30/4691286/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_110.jpg
https://data.globe.gov/system/photos/2025/08/30/4691287/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_111.jpg
https://data.globe.gov/system/photos/2025/08/30/4691288/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_112.jpg
https://data.globe.gov/system/photos/2025/08/30/4691289/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_113.jpg
https://data.globe.gov/system/photos/2025/08/30/4691290/original.jpg,0,0,0,0,0,0,1,0,0,0,cloud_images/cloud_114.jpg
https://data.globe.gov/system/photos/2025/08/30/4690906/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_115.jpg
https://data.globe.gov/system/photos/2025/08/30/4690907/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_116.jpg
https://data.globe.gov/system/photos/2025/08/30/4691195/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_117.jpg
https://data.globe.gov/system/photos/2025/08/30/4691196/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_118.jpg
https://data.globe.gov/system/photos/2025/08/30/4691197/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_119.jpg
https://data.globe.gov/system/photos/2025/08/30/4691198/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_120.jpg
https://data.globe.gov/system/photos/2025/08/30/4691199/original.jpg,0,1,0,0,0,0,0,0,0,0,cloud_images/cloud_121.jpg
https://data.globe.gov/system/photos/2025/08/30/4691207/original.jpg,0,0,0,0,1,0,0,0,0,0,cloud_images/cloud_122.jpg
https://data.globe.gov/system/photos/2025/08/30/4691209/original.jpg,0,0,0,0,1,0,0,0,0,0,cloud_images/cloud_123.jpg
https://data.globe.gov/system/photos/2025/08/30/4691210/original.jpg,0,0,0,0,1,0,0,0,0,0,cloud_images/cloud_124.jpg
https://data.globe.gov/system/photos/2025/08/30/4691034/original.jpg,0,1,0,1,0,0,1,0,0,0,cloud_images/cloud_125.jpg
https://data.globe.gov/system/photos/2025/08/30/4691035/original.jpg,0,1,0,1,0,0,1,0,0,0,cloud_images/cloud_126.jpg
https://data.globe.gov/system/photos/2025/08/30/4691036/original.jpg,0,1,0,1,0,0,1,0,0,0,cloud_images/cloud_127.jpg
https://data.globe.gov/system/photos/2025/08/30/4691037/original.jpg,0,1,0,1,0,0,1,0,0,0,cloud_images/cloud_128.jpg
https://data.globe.gov/system/photos/2025/08/30/4691038/original.jpg,0,1,0,1,0,0,1,0,0,0,cloud_images/cloud_129.jpg
https://data.globe.gov/system/photos/2025/08/30/4691040/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_130.jpg
https://data.globe.gov/system/photos/2025/08/30/4691041/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_131.jpg
https://data.globe.gov/system/photos/2025/08/30/4691043/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_132.jpg
https://data.globe.gov/system/photos/2025/08/30/4691044/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_133.jpg
https://data.globe.gov/system/photos/2025/08/30/4690884/original.jpg,1,0,0,0,1,0,1,0,0,0,cloud_images/cloud_134.jpg
https://data.globe.gov/system/photos/2025/08/30/4690885/original.jpg,1,0,0,0,1,0,1,0,0,0,cloud_images/cloud_135.jpg
https://data.globe.gov/system/photos/2025/08/30/4690887/original.jpg,1,0,0,0,1,0,1,0,0,0,cloud_images/cloud_136.jpg
https://data.globe.gov/system/photos/2025/08/30/4690922/original.jpg,1,0,0,0,1,0,1,0,0,0,cloud_images/cloud_137.jpg
https://data.globe.gov/system/photos/2025/08/30/4690868/original.jpg,1,0,1,0,0,0,1,0,1,0,cloud_images/cloud_138.jpg
https://data.globe.gov/system/photos/2025/08/30/4690869/original.jpg,1,0,1,0,0,0,1,0,1,0,cloud_images/cloud_139.jpg
https://data.globe.gov/system/photos/2025/08/30/4690870/original.jpg,1,0,1,0,0,0,1,0,1,0,cloud_images/cloud_140.jpg
https://data.globe.gov/system/photos/2025/08/30/4690871/original.jpg,1,0,1,0,0,0,1,0,1,0,cloud_images/cloud_141.jpg
https://data.globe.gov/system/photos/2025/08/30/4690846/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_142.jpg
https://data.globe.gov/system/photos/2025/08/30/4690847/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_143.jpg
https://data.globe.gov/system/photos/2025/08/30/4690848/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_144.jpg
https://data.globe.gov/system/photos/2025/08/30/4690849/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_145.jpg
https://data.globe.gov/system/photos/2025/08/30/4690850/original.jpg,1,0,1,0,0,0,1,0,0,0,cloud_images/cloud_146.jpg
https://data.globe.gov/system/photos/2025/08/30/4690835/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_147.jpg
https://data.globe.gov/system/photos/2025/08/30/4690836/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_148.jpg
https://data.globe.gov/system/photos/2025/08/30/4690837/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_149.jpg
https://data.globe.gov/system/photos/2025/08/30/4690838/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_150.jpg
https://data.globe.gov/system/photos/2025/08/30/4690839/original.jpg,1,0,0,1,0,0,1,0,0,0,cloud_images/cloud_151.jpg
https://data.globe.gov/system/photos/2025/08/30/4691323/original.jpg,0,1,1,0,1,0,0,0,0,0,cloud_images/cloud_152.jpg
https://data.globe.gov/system/photos/2025/08/30/4691324/original.jpg,0,1,1,0,1,0,0,0,0,0,cloud_images/cloud_153.jpg
https://data.globe.gov/system/photos/2025/08/30/4691325/original.jpg,0,1,1,0,1,0,0,0,0,0,cloud_images/cloud_154.jpg
https://data.globe.gov/system/photos/2025/08/30/4691326/original.jpg,0,1,1,0,1,0,0,0,0,0,cloud_images/cloud_155.jpg
